sector,DATE COMMITTED,GRANTEE,AMOUNT COMMITTED,percentage
others,2022.0,United States Fund for UNICEF,550000.0,0.47
health,2022.0,WRTHY,549556.0,0.01
growth,2022.0,European School for Management and Technology,540000.0,0.08
others,2022.0,Inland Empire Community Foundation,539000.0,0.46
health,2022.0,Thomas Jefferson University,533712.0,0.01
health,2022.0,Linnaeus Bioscience Inc.,526339.0,0.01
equality,2022.0,The END Fund,525000.0,0.32
education,2022.0,The Citizens Foundation USA,523875.0,0.31
education,2022.0,International Bank for Reconstruction and Development,521955.0,0.31
growth,2022.0,ACCION International,514646.0,0.08
health,2022.0,Monell Chemical Senses Center,509521.0,0.01
health,2022.0,"DeckTherapeutics, Inc.",507910.0,0.01
education,2022.0,Circle Women Association,506501.0,0.3
health,2022.0,University of Chicago Trust,501209.0,0.01
equality,2022.0,GnuGrid CRB,500774.0,0.31
health,2022.0,Prime Health Initiative Tanzania (PHIT),500081.0,0.01
education,2022.0,BOND,500000.0,0.29
education,2022.0,Community College League of California,500000.0,0.29
education,2022.0,National Conference of State Legislatures,500000.0,0.29
growth,2022.0,African Development Solutions (Adeso),500000.0,0.07
growth,2022.0,"Center for Strategic & International Studies, Inc.",500000.0,0.07
growth,2022.0,Chief Seattle Club,500000.0,0.07
growth,2022.0,Forum for Agricultural Research in Africa,500000.0,0.07
growth,2022.0,Greater Tacoma Community Foundation,500000.0,0.07
growth,2022.0,Puget Sound Sage,500000.0,0.07
health,2022.0,Ilara Health Ltd.,500000.0,0.01
health,2022.0,National Institute for Nutrition and Health,500000.0,0.01
health,2022.0,Purdue University,500000.0,0.01
health,2022.0,Women in Film,500000.0,0.01
others,2022.0,BRAC USA,500000.0,0.42
others,2022.0,California Community Foundation,500000.0,0.42
others,2022.0,"International Peace Institute, Inc.",500000.0,0.42
others,2022.0,National Skills Coalition,500000.0,0.42
others,2022.0,"Save the Children Federation, Inc.",500000.0,0.42
others,2022.0,Seattle Foundation,500000.0,0.42
others,2022.0,World Vision,500000.0,0.42
education,2022.0,Busara Center for Behavioral Economics,499957.0,0.29
education,2022.0,IHE Delft,499883.0,0.29
equality,2022.0,Global Health 50/50,499882.0,0.31
health,2022.0,Helium Health,499870.0,0.01
health,2022.0,University of Minnesota,499757.0,0.01
equality,2022.0,ideas42,499667.0,0.31
education,2022.0,Max S Baucus Institute,499520.0,0.29
growth,2022.0,University of Cape Town,499405.0,0.07
growth,2022.0,Institute for European Environmental Policy,499347.0,0.07
equality,2022.0,Tufts University,499163.0,0.3
equality,2022.0,ifo Institute – Leibniz Institute for Economic Research at the University of Munich,498929.0,0.3
health,2022.0,HABTech Solutions PLC,498857.0,0.01
health,2022.0,AfriCatalyst,498440.0,0.01
health,2022.0,Council of International Neonatal Nurses Inc,497847.0,0.01
equality,2022.0,HiPipo,497400.0,0.3
health,2022.0,Indian Institute of Science,488994.0,0.01
health,2022.0,Asian Development Research Institute,477359.0,0.01
education,2022.0,The Century Foundation Inc.,475000.0,0.28
health,2022.0,Ethiopian Midwives Association,472179.0,0.01
education,2022.0,Possibility Labs,460322.0,0.27
health,2022.0,University of Manchester,457310.0,0.01
health,2022.0,Ministry of Public Health of Cameroon,450001.0,0.01
education,2022.0,Funda Wande (RF) NPC,450000.0,0.26
education,2022.0,Higher Learning Advocates Inc,450000.0,0.26
education,2022.0,New America,450000.0,0.26
growth,2022.0,ioby,450000.0,0.07
health,2022.0,International Rescue Committee,450000.0,0.01
others,2022.0,Population Services International,450000.0,0.38
others,2022.0,The Aspen Institute Inc,450000.0,0.38
health,2022.0,University of Maryland,449999.0,0.01
equality,2022.0,Aditya Birla Education Trust,449566.0,0.27
growth,2022.0,Kiel Institute for the World Economy (IfW) -Leibniz Center for Research on Global Economic Challenge,449511.0,0.07
growth,2022.0,American Public Human Services Association,434899.0,0.06
growth,2022.0,GlobalCanada Initiative,432388.0,0.06
others,2022.0,Donors of Color Network Inc.,425000.0,0.36
growth,2022.0,African Philanthropy Forum,421875.0,0.06
equality,2022.0,Johns Hopkins University,421562.0,0.26
growth,2022.0,The Australian National University,419002.0,0.06
health,2022.0,nuvoteQ,416714.0,0.01
health,2022.0,"Minority Rights Group International, MRG, MRGI",413324.0,0.01
health,2022.0,Pasteur Institute of Cambodia,411525.0,0.01
others,2022.0,Development Initiatives Poverty Research,411330.0,0.35
education,2022.0,Girl Effect,404919.0,0.24
equality,2022.0,Open Data Watch Inc,402843.0,0.25
health,2022.0,Protas,400909.0,0.01
growth,2022.0,African Union Development Agency - New Partnership for Africa’s Development,400400.0,0.06
health,2022.0,Nigeria Governors' Forum,400400.0,0.01
growth,2022.0,China Development Research Foundation,400370.0,0.06
others,2022.0,Institute of Public Finance,400086.0,0.34
education,2022.0,California Competes,400000.0,0.23
growth,2022.0,African Economic Research Consortium,400000.0,0.06
health,2022.0,National Assn of Latino Elected Officials Naleo Education Fund,400000.0,0.01
others,2022.0,CARE,400000.0,0.34
others,2022.0,Educators for Excellence Inc,400000.0,0.34
others,2022.0,International Center for Not for Profit Law Inc.,400000.0,0.34
others,2022.0,International Medical Corps,400000.0,0.34
others,2022.0,PRO-VIDA,400000.0,0.34
growth,2022.0,Africa Rice Center,399994.0,0.06
health,2022.0,Stiftung Gesunde Erde Gesunde Menschen gGmbH,399910.0,0.01
health,2022.0,International Association of National Public Health Institutes,399753.0,0.01
health,2022.0,AIDS Vaccine Advocacy Coalition Inc.,398883.0,0.01
education,2022.0,Meridian International Center,398303.0,0.23
health,2022.0,Liaison,398100.0,0.01
health,2022.0,Nigerian Institute of Medical Research,386225.0,0.01
health,2022.0,Rochester Institute of Technology,377984.0,0.01
equality,2022.0,Food and Agriculture Organization of the United Nations,375000.0,0.23
growth,2022.0,Ethiopian Agricultural Transformation Agency,374971.0,0.06
health,2022.0,International Society for Infectious Diseases Inc,374845.0,0.01
health,2022.0,Tel Aviv University,370863.0,0.01
others,2022.0,Cooperation Canada,370000.0,0.31
health,2022.0,"College of Health Sciences, University of Ghana",368863.0,0.01
health,2022.0,Global Health Partnerships,368155.0,0.01
health,2022.0,"Certara USA, Inc.",366522.0,0.01
growth,2022.0,American Society of Tropical Medicine and Hygiene,353966.0,0.05
health,2022.0,The University of Sydney,353150.0,0.01
equality,2022.0,Foundation Munich Security Conference,350000.0,0.21
equality,2022.0,Global Citizen,350000.0,0.21
growth,2022.0,Civic Nation,350000.0,0.05
growth,2022.0,Tony Blair Institute for Global Change,350000.0,0.05
others,2022.0,Association for Black Economic Power,350000.0,0.3
growth,2022.0,Diakonia,349990.0,0.05
growth,2022.0,Crestview Strategy Inc.,349224.0,0.05
health,2022.0,Ethiopian Public Health Association,332950.0,0.01
health,2022.0,Sambodhi Research & Communications,331308.0,0.01
education,2022.0,ideas42,330000.0,0.19
growth,2022.0,Data for Policy CIC,330000.0,0.05
health,2022.0,Tampere University,320950.0,0.01
health,2022.0,Global Citizen,320000.0,0.01
health,2022.0,Africa Resource Centre NPC,315520.0,0.01
health,2022.0,Makerere University School of Public Health,314864.0,0.01
health,2022.0,Oxford Policy Management Limited,307780.0,0.01
education,2022.0,Youth Impact,303086.0,0.18
health,2022.0,Princeton University,300004.0,0.01
equality,2022.0,Byrd Barr Place,300000.0,0.18
equality,2022.0,Movement Strategy Center,300000.0,0.18
equality,2022.0,"The Bridgespan Group, Inc.",300000.0,0.18
equality,2022.0,"The John E. Fetzer Institute, Inc.",300000.0,0.18
growth,2022.0,Interfaith Family Shelter,300000.0,0.04
growth,2022.0,Prevail Fund,300000.0,0.04
growth,2022.0,Tides Foundation,300000.0,0.04
growth,2022.0,Together Center,300000.0,0.04
growth,2022.0,U.S. Chamber of Commerce Foundation,300000.0,0.04
health,2022.0,Leiden University Medical Center,300000.0,0.01
health,2022.0,Milken Institute,300000.0,0.01
others,2022.0,Ballard Food Bank,300000.0,0.25
others,2022.0,Communities Rise,300000.0,0.25
others,2022.0,Global Washington,300000.0,0.25
others,2022.0,Hopelink,300000.0,0.25
others,2022.0,Jewish Family Service,300000.0,0.25
others,2022.0,Leadership Tomorrow,300000.0,0.25
others,2022.0,Lutheran Community Services Northwest,300000.0,0.25
others,2022.0,Neighborhood House,300000.0,0.25
others,2022.0,Nonprofit Association of Washington,300000.0,0.25
others,2022.0,Oxfam-America Inc,300000.0,0.25
others,2022.0,Rainier Valley Food Bank,300000.0,0.25
others,2022.0,Refugee Women's Alliance,300000.0,0.25
others,2022.0,South King County Food Coalition,300000.0,0.25
others,2022.0,University District Food Bank,300000.0,0.25
others,2022.0,West Seattle Food Bank,300000.0,0.25
others,2022.0,White Center Food Bank,300000.0,0.25
others,2022.0,Workforce Development Council of Seattle King County,300000.0,0.25
others,2022.0,Young Women's Christian Association of Seattle-King County-Snohomish County,300000.0,0.25
health,2022.0,Federal University of Technology Owerri,299979.0,0.01
health,2022.0,Ministry of Health and Sanitation,299979.0,0.01
equality,2022.0,Institute for Strategic Dialogue US,299961.0,0.18
health,2022.0,"National Institute of Health Islamabad, Pakistan",299950.0,0.01
growth,2022.0,Institut Pasteur de Dakar,299840.0,0.04
health,2022.0,Instituto Nacional de Saúde,298463.0,0.01
health,2022.0,Victory Energy Operations LLC,294411.0,0.01
health,2022.0,Trustees of Indiana University,293500.0,0.01
growth,2022.0,Global Health Strategies LLC,290403.0,0.04
growth,2022.0,Swiss Tropical & Public Health Institute,288034.0,0.04
health,2022.0,"West Pharmaceutical Services, Inc.",284557.0,0.01
growth,2022.0,Chief Executives for Corporate Purpose Inc,282320.0,0.04
health,2022.0,FIOCRUZ,279932.0,0.01
education,2022.0,University of Arizona,273471.0,0.16
health,2022.0,Monash University,268052.0,0.01
health,2022.0,"Atreca, Inc.",266057.0,0.01
growth,2022.0,Asian Disaster Preparedness Center,265932.0,0.04
growth,2022.0,Wellington Advocacy Inc.,257500.0,0.04
health,2022.0,WHS Foundation GmbH,254150.0,0.01
education,2022.0,PATH,250613.0,0.15
health,2022.0,All India Institute of Medical Sciences,250201.0,0.01
growth,2022.0,Doc Society Inc.,250010.0,0.04
education,2022.0,African Diaspora Network,250000.0,0.15
education,2022.0,The Education Trust Inc.,250000.0,0.15
education,2022.0,"Veterans Education Success, Inc.",250000.0,0.15
equality,2022.0,Equimundo Center for Masculinities and Social Justice,250000.0,0.15
equality,2022.0,Focus 2030,250000.0,0.15
growth,2022.0,Proteus Fund Inc,250000.0,0.04
growth,2022.0,The New Humanitarian,250000.0,0.04
health,2022.0,National University of Singapore,250000.0,0.01
health,2022.0,Tulodo,250000.0,0.01
others,2022.0,American Enterprise Institute,250000.0,0.21
others,2022.0,"Catholic Relief Services, Inc.",250000.0,0.21
others,2022.0,Nourish Pierce County,250000.0,0.21
others,2022.0,Philanthropy Ohio,250000.0,0.21
others,2022.0,Stanford University,250000.0,0.21
health,2022.0,Partners In Health A Nonprofit Corporation,249989.0,0.01
health,2022.0,Wemos,249841.0,0.01
health,2022.0,Charles Merieux Center of Infectious Disease,249558.0,0.01
health,2022.0,The University of Southampton,247317.0,0.01
equality,2022.0,SAVE the Children Canada,245177.0,0.15
health,2022.0,Swiss Center for Scientific Research in Cote d'Ivoire,243672.0,0.01
health,2022.0,MMV Medicines for Malaria Venture,239775.0,0.01
health,2022.0,"Asymchem Laboratories (Tianjin) Co., Ltd.",237100.0,0.01
others,2022.0,Africa Public Health Foundation,235000.0,0.2
growth,2022.0,IPE Global Limited,230061.0,0.03
health,2022.0,Institute of Epidemiology Disease Control and Research,228390.0,0.01
growth,2022.0,Fundación de la Universidad Nacional Autónoma de Honduras – FUNDAUNAH,227942.0,0.03
health,2022.0,"Division of Vector Borne and Neglected Tropical Diseases, Ministry of Health Kenya",227864.0,0.01
health,2022.0,Danone Global Research & Innovation Center,225515.0,0.01
health,2022.0,The George Institute for Global Health,225216.0,0.01
health,2022.0,American Society for Microbiology,225042.0,0.01
health,2022.0,Global Health Promise,224951.0,0.01
growth,2022.0,Gift of the Givers Foundation,223560.0,0.03
health,2022.0,African Capacity Building Foundation,222909.0,0.01
others,2022.0,Emory University,222187.0,0.19
health,2022.0,The INCLEN Trust International,220308.0,0.01
equality,2022.0,Makerere University School of Public Health,208983.0,0.13
health,2022.0,Health and Nutrition Development Society (HANDS),207865.0,0.01
others,2022.0,The One Campaign,207075.0,0.18
health,2022.0,Zambart,205750.0,0.01
health,2022.0,Medspray,204339.0,0.01
growth,2022.0,Global Health Advocates,200501.0,0.03
equality,2022.0,"Women Moving Millions, Inc.",200191.0,0.12
education,2022.0,Trustees of Indiana University,200000.0,0.12
equality,2022.0,American Association for the Advancement of Science,200000.0,0.12
equality,2022.0,ID4Africa,200000.0,0.12
equality,2022.0,Lightful Ltd,200000.0,0.12
equality,2022.0,MAPS-MCRC (Muslim Community Resource Center),200000.0,0.12
equality,2022.0,Oxfam-America Inc,200000.0,0.12
growth,2022.0,Council for Scientific and Industrial Research (South Africa),200000.0,0.03
health,2022.0,LifeWire,200000.0,0.0
others,2022.0,501 Commons,200000.0,0.17
others,2022.0,World Relief Seattle,200000.0,0.17
health,2022.0,Hubert Kairuki Memorial University,199999.0,0.0
health,2022.0,Center for Global Development,199958.0,0.0
health,2022.0,Institute for Systems Biology,199911.0,0.0
growth,2022.0,School of International Futures Limited,199397.0,0.03
health,2022.0,University of the Western Cape,197679.0,0.0
health,2022.0,Erasmus MC,197449.0,0.0
education,2022.0,International Society for Influenza and other Respiratory Virus Diseases,186470.0,0.11
education,2022.0,International Society for Infectious Diseases Inc,185006.0,0.11
health,2022.0,University of Texas at Austin,177841.0,0.0
health,2022.0,American Society for Virology,172500.0,0.0
health,2022.0,Baylor College of Medicine,162814.0,0.0
health,2022.0,International Papillomavirus Society,162190.0,0.0
growth,2022.0,European Council on Foreign Relations,150255.0,0.02
equality,2022.0,Religions for Peace,150033.0,0.09
equality,2022.0,The Century Foundation Inc.,150000.0,0.09
growth,2022.0,ImStaying NPC,150000.0,0.02
growth,2022.0,Mercy Corps,150000.0,0.02
health,2022.0,The Global Health Research Accelerator CIC,150000.0,0.0
others,2022.0,Global Citizen,150000.0,0.13
others,2022.0,Indian American Impact Project,150000.0,0.13
others,2022.0,Lenz & Staehelin,150000.0,0.13
others,2022.0,Low Income Housing Institute,150000.0,0.13
others,2022.0,Real Change Homeless Empowerment Project,150000.0,0.13
education,2022.0,Académie des Futurs Leaders,149958.0,0.09
education,2022.0,Education Leaders of Color Inc.,149873.0,0.09
health,2022.0,Shanghai Center for Pujiang Innovation Forum,148922.0,0.0
health,2022.0,Global Perspectives Initiative gUG (haftungsbeschränkt),147501.0,0.0
health,2022.0,Business Fights Poverty,147445.0,0.0
growth,2022.0,"Development Data Lab, Inc",140001.0,0.02
health,2022.0,Aptuit (Oxford) Ltd,139140.0,0.0
health,2022.0,"The Water Institute, Gillings School of Global Public Health",130000.0,0.0
education,2022.0,WHEELS Global Foundation,126267.0,0.07
health,2022.0,RTI International,125578.0,0.0
others,2022.0,Knowledge Futures Group,125000.0,0.11
growth,2022.0,Dasra,123292.0,0.02
health,2022.0,Shaukat Khanum Memorial Trust,120116.0,0.0
others,2022.0,African Renaissance Trust,120000.0,0.1
others,2022.0,Aga Khan University,118397.0,0.1
growth,2022.0,The Energy and Resources Institute,114008.0,0.02
others,2022.0,Global Solutions Initiative Foundation gemeinnützige GmbH,114000.0,0.1
health,2022.0,International Alliance for Biological Standardization,113505.0,0.0
education,2022.0,OA Switchboard,110091.0,0.06
health,2022.0,"Matrubials, Inc.",110000.0,0.0
health,2022.0,"Society for Mucosal Immunology, Inc.",110000.0,0.0
others,2022.0,AMREF Health Africa,110000.0,0.09
health,2022.0,J-Star Research. Inc.,107115.0,0.0
health,2022.0,AIDSImpact,101805.0,0.0
education,2022.0,Instituto Nacional de Saúde,100005.0,0.06
education,2022.0,American Society of Tropical Medicine and Hygiene,100000.0,0.06
education,2022.0,City of Everett,100000.0,0.06
education,2022.0,History Link,100000.0,0.06
education,2022.0,IDinsight,100000.0,0.06
education,2022.0,"International Center for Journalists, Inc.",100000.0,0.06
education,2022.0,International Union for the Scientific Study of Population,100000.0,0.06
education,2022.0,Race Forward,100000.0,0.06
education,2022.0,Tacoma Public Library,100000.0,0.06
equality,2022.0,BOND,100000.0,0.06
equality,2022.0,Georgetown University,100000.0,0.06
equality,2022.0,Indian American Impact Project,100000.0,0.06
equality,2022.0,International Centre for Biosaline Agriculture,100000.0,0.06
equality,2022.0,International Rescue Committee,100000.0,0.06
equality,2022.0,Justice Funders,100000.0,0.06
equality,2022.0,Outright International,100000.0,0.06
equality,2022.0,Partnership for Economic Policy Inc.,100000.0,0.06
equality,2022.0,"Population Association of America, Inc.",100000.0,0.06
equality,2022.0,Washington Global Health Alliance,100000.0,0.06
growth,2022.0,Africa Digital Rights Hub,100000.0,0.01
growth,2022.0,Grand Challenges Canada,100000.0,0.01
growth,2022.0,Kenya Pediatric Research Consortium,100000.0,0.01
health,2022.0,"Foreign Talent Research Center, Ministry of Science and Technology of the People's Republic of China",100000.0,0.0
health,2022.0,"Institute of Microbiology, Chinese Academy of Sciences",100000.0,0.0
health,2022.0,The World Society for Pediatric Infectious Diseases / WSPID,100000.0,0.0
others,2022.0,African Evaluation Association,100000.0,0.08
others,2022.0,Asian American-Pacific Islanders in Philanthropy,100000.0,0.08
others,2022.0,"CAST, Inc.",100000.0,0.08
others,2022.0,Canadian Partnership for Women and Children's Health,100000.0,0.08
others,2022.0,Center for Evaluation Innovation,100000.0,0.08
others,2022.0,Choose Love Inc,100000.0,0.08
others,2022.0,Community Network Council,100000.0,0.08
others,2022.0,Congressional Hispanic Leadership Institute Inc.,100000.0,0.08
others,2022.0,ConnectHER,100000.0,0.08
others,2022.0,Dolores C. Huerta Foundation,100000.0,0.08
others,2022.0,"Editorial Projects in Education, Inc.",100000.0,0.08
others,2022.0,Education Leaders of Color Inc.,100000.0,0.08
others,2022.0,Emerging Public Leaders,100000.0,0.08
others,2022.0,Glitch,100000.0,0.08
others,2022.0,King County Library System Foundation,100000.0,0.08
others,2022.0,Knoxville Area Urban League,100000.0,0.08
others,2022.0,Lavender Rights Project,100000.0,0.08
others,2022.0,Mother Nation,100000.0,0.08
others,2022.0,National Center for Youth Law,100000.0,0.08
others,2022.0,Native Americans in Philanthropy,100000.0,0.08
others,2022.0,Pierce County Library Foundation,100000.0,0.08
others,2022.0,Plymouth Housing,100000.0,0.08
others,2022.0,Sno-Isle Libraries Foundation,100000.0,0.08
others,2022.0,Solidaire,100000.0,0.08
others,2022.0,Somali Health Board,100000.0,0.08
others,2022.0,Strategic Community Partners Inc,100000.0,0.08
others,2022.0,The Memphis Lift Parent Institute,100000.0,0.08
others,2022.0,Urgent Action Fund - Africa,100000.0,0.08
others,2022.0,Villa Comunitaria,100000.0,0.08
others,2022.0,Washington Area Womens Foundation Inc.,100000.0,0.08
others,2022.0,"Women of Color Advancing Peace, Security, and Conflict Transformation",100000.0,0.08
others,2022.0,theguardian.org,100000.0,0.08
health,2022.0,German Cancer Research Center,99999.0,0.0
health,2022.0,Public Health Foundation of India,99952.0,0.0
health,2022.0,International Stillbirth Alliance NFP,99900.0,0.0
health,2022.0,Partners for Health and Development in Africa (PHDA),99877.0,0.0
growth,2022.0,London School of Hygiene and Tropical Medicine,99840.0,0.01
equality,2022.0,StopAIDS,99792.0,0.06
health,2022.0,St. George’s University Medical School,99207.0,0.0
health,2022.0,Johns Hopkins Center for Communication Programs,96675.0,0.0
education,2022.0,The Spectator,96600.0,0.06
health,2022.0,Human Immunome Project Inc.,96272.0,0.0
health,2022.0,Onward,93170.0,0.0
health,2022.0,"Avenir Health, Inc.",92119.0,0.0
growth,2022.0,Philanthropy Northwest,90000.0,0.01
others,2022.0,Casa Latina,90000.0,0.08
health,2022.0,University of North Texas,88857.0,0.0
growth,2022.0,Aga Khan University,88372.0,0.01
education,2022.0,RegTech Africa,85174.0,0.05
health,2022.0,University of the Witwatersrand,85000.0,0.0
education,2022.0,Young Invincibles,80000.0,0.05
health,2022.0,TB Alliance,80000.0,0.0
health,2022.0,MSI Reproductive Choices,77174.0,0.0
education,2022.0,TEP LEARNigeria Initiative,76991.0,0.05
education,2022.0,Fulbright Association,75000.0,0.04
education,2022.0,ReSViNET Foundation,75000.0,0.04
equality,2022.0,Postsecondary National Policy Institute,75000.0,0.05
growth,2022.0,PRO-VIDA,75000.0,0.01
health,2022.0,Pan-African Mosquito Control Association (PAMCA),74879.0,0.0
equality,2022.0,Human Sciences Research Council,64991.0,0.04
health,2022.0,EOOS NEXT GmbH,63250.0,0.0
others,2022.0,Postsecondary National Policy Institute,60000.0,0.05
others,2022.0,WA Family Engagement,60000.0,0.05
health,2022.0,International Society for Research in Human Milk and Lactation (ISRHML),59986.0,0.0
health,2022.0,Technical University of Mombasa,58064.0,0.0
health,2022.0,Sheba Fund for Health Services and Research,57986.0,0.0
equality,2022.0,ACCESS Development Services,56246.0,0.03
health,2022.0,The Walter and Eliza Hall Institute of Medical Research,53900.0,0.0
growth,2022.0,University College London,53321.0,0.01
health,2022.0,Institut Pasteur de Tunis,53000.0,0.0
education,2022.0,Financial Times Ltd,50500.0,0.03
growth,2022.0,Africa Women Innovation and Entrepreneurship Forum,50000.0,0.01
growth,2022.0,Population Services International,50000.0,0.01
health,2022.0,Centre National de Formation et de Recherche en Santé Rurale de Maferinyah,50000.0,0.0
health,2022.0,Dr. G.M. Taori Central India Institute of Medical Sciences (CIIMS),50000.0,0.0
health,2022.0,Gordon Research Conferences,50000.0,0.0
health,2022.0,Kenya Medical Research Institute,50000.0,0.0
health,2022.0,Universidad Mayor de San Andrés,50000.0,0.0
health,2022.0,Universiti of Malaya,50000.0,0.0
health,2022.0,University of Dakar,50000.0,0.0
health,2022.0,University of Miami,50000.0,0.0
others,2022.0,Equality Federation Institute,50000.0,0.04
others,2022.0,Save the Children Australia,50000.0,0.04
others,2022.0,"The Communications Network, Inc.",50000.0,0.04
health,2022.0,Grassroot Soccer Inc,49678.0,0.0
health,2022.0,"Real Life Sciences, LLC",49395.0,0.0
health,2022.0,IHE Delft,48672.0,0.0
health,2022.0,CSIR-Advanced Materials And Processes Research Institute,48591.0,0.0
others,2022.0,Microbiology Society,46994.0,0.04
growth,2022.0,Independent Philanthropy Association South Africa (IPASA),43980.0,0.01
education,2022.0,American Association of Veterinary Medical Colleges,40890.0,0.02
education,2022.0,National Council of Applied Economic Research,40000.0,0.02
education,2022.0,University of Cape Town,35000.0,0.02
health,2022.0,Syracuse University,31591.0,0.0
health,2022.0,International Society for Antiviral Research,25000.0,0.0
health,2022.0,Simon Fraser University,25000.0,0.0
others,2022.0,National Academy of Social Insurance,25000.0,0.02
education,2022.0,"Stony Brook Foundation, Inc.",24495.0,0.01
equality,2022.0,Medexecwomen Inc,15000.0,0.01
health,2022.0,Eco Concern Pvt. Ltd.,15000.0,0.0
health,2022.0,Sanivation Limited,14970.0,0.0
health,2022.0,Uganda Water and Sanitation Network,12000.0,0.0
health,2022.0,BioInnovation Institute Fonden,10720.0,0.0
education,2022.0,The Geneva Learning Foundation,10000.0,0.01
education,2022.0,Washington Low Income Housing Alliance,10000.0,0.01
equality,2022.0,Gordon Research Conferences,10000.0,0.01
growth,2022.0,Global Water Alliance,10000.0,0.0
health,2022.0,Prom Health Development Organization,10000.0,0.0
health,2022.0,UNIVERSITY OF CHICAGO,10000.0,0.0
others,2022.0,Philanthropy Northwest,10000.0,0.01
others,2022.0,World Central Kitchen Incorporated,10000.0,0.01
education,2022.0,Imperial College London,7052.0,0.0
growth,2022.0,African Diaspora Network,5000.0,0.0
health,2022.0,Boston University,5000.0,0.0
others,2022.0,Lambert House,5000.0,0.0
others,2022.0,TeenTix,5000.0,0.0
others,2022.0,Women's Congressional Policy Institute,5000.0,0.0
growth,2022.0,Wonder of Women International PC,4800.0,0.0
health,2023.0,"The Global Fund to Fight AIDS, Tuberculosis and Malaria",860400000.0,16.42
health,2023.0,Gates Medical Research Institute,844002778.0,16.1
health,2023.0,European Investment Bank,330000000.0,6.3
health,2023.0,World Health Organization,309026760.0,5.9
health,2023.0,United States Fund for UNICEF,199177435.0,3.8
health,2023.0,PATH,110974833.0,2.12
growth,2023.0,AGRA,106500000.0,12.65
others,2023.0,AGRA,95000000.0,55.62
health,2023.0,"JSI Research & Training Institute, Inc.",74315374.0,1.42
health,2023.0,TB Alliance,59800000.0,1.14
education,2023.0,Partners In Health A Nonprofit Corporation,50000000.0,27.71
health,2023.0,AMREF Health Africa,45965884.0,0.88
health,2023.0,World Health Organization Regional Office for Africa,45163115.0,0.86
health,2023.0,"Caption Health, Inc.",44573474.0,0.85
health,2023.0,Philips North America LLC,44566741.0,0.85
health,2023.0,International Bank for Reconstruction and Development,43569972.0,0.83
health,2023.0,Agence Française de Développement,41995532.0,0.8
health,2023.0,World Health Organization Pakistan Country Office,40000000.0,0.76
health,2023.0,University of California San Francisco,39847421.0,0.76
growth,2023.0,Centro Internacional de Mejoramiento de Maiz y Trigo,35849973.0,4.26
health,2023.0,Islamic Development Bank,35000000.0,0.67
health,2023.0,Clinton Health Access Initiative Inc,32808240.0,0.63
growth,2023.0,International Potato Center,29968667.0,3.56
health,2023.0,Quantoom Biosciences S.A.,29595191.0,0.56
health,2023.0,Dr. Reddy's Formulations Ltd,25923039.0,0.49
education,2023.0,Lakeside School,25000000.0,13.86
health,2023.0,Virginia Commonwealth University,24747493.0,0.47
health,2023.0,BioNTech SE,24322117.0,0.46
health,2023.0,eHealth Africa,24308906.0,0.46
health,2023.0,Global Health Innovative Technology Fund,24000000.0,0.46
growth,2023.0,"Micron Biomedical, Inc.",23631796.0,2.81
growth,2023.0,International Center for Tropical Agriculture,22865516.0,2.72
health,2023.0,University of Washington Foundation,22658740.0,0.43
health,2023.0,Rice University,22043525.0,0.42
health,2023.0,RIGHT Foundation,22000000.0,0.42
health,2023.0,University of Cape Town,21727757.0,0.41
health,2023.0,Harvard T.H. Chan School of Public Health,21423883.0,0.41
health,2023.0,Wits Health Consortium (Pty) Ltd,21136731.0,0.4
growth,2023.0,International Bank for Reconstruction and Development,21095023.0,2.5
health,2023.0,Innovative Vector Control Consortium (IVCC),21000000.0,0.4
health,2023.0,Solina Center for International Development and Research,20984897.0,0.4
health,2023.0,International AIDS Vaccine Initiative,20519749.0,0.39
growth,2023.0,GRID3 Inc,20300000.0,2.41
health,2023.0,Drugs for Neglected Diseases Initiative,20219299.0,0.39
health,2023.0,Bloomberg Philanthropies,20000000.0,0.38
health,2023.0,RIZ Consulting,17096357.0,0.33
health,2023.0,MMV Medicines for Malaria Venture,16545536.0,0.32
health,2023.0,Sonder Collective,16525024.0,0.32
health,2023.0,Population Services International,16460710.0,0.31
health,2023.0,Imperial College London,16349422.0,0.31
health,2023.0,The General Hospital Corporation d/b/a Massachusetts General Hospital,16347177.0,0.31
health,2023.0,Stichting European Clinical Research Alliance for Infectious Diseases,16244519.0,0.31
equality,2023.0,International Bank for Reconstruction and Development,16117004.0,10.64
health,2023.0,African Capacity Building Foundation,16020134.0,0.31
health,2023.0,"The Task Force for Global Health, Inc.",15858320.0,0.3
health,2023.0,The INCLEN Trust International,15750921.0,0.3
health,2023.0,World Health Organization Nigeria Country Office,15428519.0,0.29
growth,2023.0,"TechnoServe, Inc.",15261706.0,1.81
health,2023.0,"Vir Biotechnology, Inc",14998000.0,0.29
health,2023.0,Family Health International,14649093.0,0.28
health,2023.0,"International Centre for Diarrhoeal Disease Research, Bangladesh",14556107.0,0.28
health,2023.0,CRISPR Therapeutics Inc,14499761.0,0.28
health,2023.0,World Health Organization Afghanistan Country Office,14340675.0,0.27
health,2023.0,University of Oxford,14001077.0,0.27
health,2023.0,Aga Khan University,13881884.0,0.26
health,2023.0,Liverpool School of Tropical Medicine,13765607.0,0.26
growth,2023.0,Strathmore University,13705834.0,1.63
